#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Bordetella pertussis","J081",19440,SAMN05948798 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859625.1 ,4.10755,67.7,chromosome:NZ_CP017885.1/CP017885.1,-,1,3984,3593,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/625/GCF_002859625.1_ASM285962v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/625/GCA_002859625.1_ASM285962v1
"Bordetella pertussis","J148",19440,SAMN05716050 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859645.1 ,4.10257,67.7,chromosome:NZ_CP017923.1/CP017923.1,-,1,3979,3587,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/645/GCF_002859645.1_ASM285964v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/645/GCA_002859645.1_ASM285964v1
"Bordetella pertussis","J173",19440,SAMN05950788 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859665.1 ,4.10636,67.7,chromosome:NZ_CP017924.1/CP017924.1,-,1,3990,3578,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/665/GCF_002859665.1_ASM285966v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/665/GCA_002859665.1_ASM285966v1
"Bordetella pertussis","J203",19440,SAMN05950790 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859685.1 ,4.10427,67.7,chromosome:NZ_CP017925.1/CP017925.1,-,1,3986,3596,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/685/GCF_002859685.1_ASM285968v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/685/GCA_002859685.1_ASM285968v1
"Bordetella pertussis","J230",19440,SAMN05716056 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859705.1 ,4.10638,67.7,chromosome:NZ_CP017926.1/CP017926.1,-,1,3988,3599,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/705/GCF_002859705.1_ASM285970v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/705/GCA_002859705.1_ASM285970v1
"Bordetella pertussis","J295",19440,SAMN05950791 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859725.1 ,4.10529,67.7,chromosome:NZ_CP017927.1/CP017927.1,-,1,3987,3595,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/725/GCF_002859725.1_ASM285972v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/725/GCA_002859725.1_ASM285972v1
"Bordetella pertussis","J094",19440,SAMN06007540 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859745.1 ,4.10379,67.7,chromosome:NZ_CP018037.1/CP018037.1,-,1,3981,3577,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/745/GCF_002859745.1_ASM285974v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/745/GCA_002859745.1_ASM285974v1
"Bordetella pertussis","J207",19440,SAMN06007541 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859765.1 ,4.10832,67.7,chromosome:NZ_CP018038.1/CP018038.1,-,1,3988,3516,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/765/GCF_002859765.1_ASM285976v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/765/GCA_002859765.1_ASM285976v1
"Bordetella pertussis","J304",19440,SAMN06007543 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859785.1 ,4.10587,67.7,chromosome:NZ_CP018040.1/CP018040.1,-,1,3990,3528,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/785/GCF_002859785.1_ASM285978v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/785/GCA_002859785.1_ASM285978v1
"Bordetella pertussis","J306",19440,SAMN06007544 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859805.1 ,4.1032,67.7,chromosome:NZ_CP018041.1/CP018041.1,-,1,3982,3569,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/805/GCF_002859805.1_ASM285980v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/805/GCA_002859805.1_ASM285980v1
"Bordetella pertussis","J313",19440,SAMN06007545 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002859825.1 ,4.10938,67.7,chromosome:NZ_CP018042.1/CP018042.1,-,1,3998,3547,2018/01/04,2018/01/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/859/825/GCF_002859825.1_ASM285982v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/825/GCA_002859825.1_ASM285982v1
"Bordetella pertussis","J199",19440,SAMN03464282 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002892665.1 ,4.10969,67.7,chromosome:NZ_CP011245.1/CP011245.1,-,1,3995,3596,2018/01/19,2018/09/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/892/665/GCF_002892665.1_ASM289266v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/665/GCA_002892665.1_ASM289266v1
"Bordetella pertussis","J014",19440,SAMN03877223 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002892685.1 ,4.10741,67.7,chromosome:NZ_CP012135.1/CP012135.1,-,1,3992,3604,2018/01/19,2018/09/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/892/685/GCF_002892685.1_ASM289268v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/685/GCA_002892685.1_ASM289268v1
"Bordetella pertussis","J365",19440,SAMN04383603 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002892705.1 ,4.08256,67.7,chromosome:NZ_CP013867.1/CP013867.1,-,1,3961,3571,2018/01/19,2018/09/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/892/705/GCF_002892705.1_ASM289270v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/705/GCA_002892705.1_ASM289270v1
"Bordetella pertussis","J043",19440,SAMN05333714 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002892725.1 ,4.10281,67.7,chromosome:NZ_CP016887.1/CP016887.1,-,1,3983,3573,2018/01/19,2018/09/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/892/725/GCF_002892725.1_ASM289272v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/725/GCA_002892725.1_ASM289272v1
"Bordetella pertussis","J042",19440,SAMN05333713 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002892745.1 ,4.1626,67.7,chromosome:NZ_CP019869.1/CP019869.1,-,1,4026,3626,2018/01/19,2018/09/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/892/745/GCF_002892745.1_ASM289274v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/745/GCA_002892745.1_ASM289274v1
"Bordetella pertussis","B199",19440,SAMN04388407 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_002892765.1 ,4.3145,67.7,chromosome:NZ_CP022361.1/CP022361.1,-,1,4180,3761,2018/01/19,2018/09/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/892/765/GCF_002892765.1_ASM289276v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/892/765/GCA_002892765.1_ASM289276v1
"Bordetella pertussis","UK36",19440,SAMN09721533 ,PRJNA478201,"Proteobacteria","Betaproteobacteria",GCA_003355025.1 ,4.10792,67.7,chromosome:CP031289.1,-,1,3971,3561,2018/08/03,2018/08/03,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/025/GCA_003355025.1_ASM335502v1
"Bordetella pertussis","UK38",19440,SAMN09721534 ,PRJNA478201,"Proteobacteria","Betaproteobacteria",GCA_003355045.1 ,4.10803,67.7,chromosome:CP031112.1,-,1,3972,3574,2018/08/03,2018/08/03,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/045/GCA_003355045.1_ASM335504v1
"Bordetella pertussis","UK39",19440,SAMN09721535 ,PRJNA478201,"Proteobacteria","Betaproteobacteria",GCA_003355065.1 ,4.10815,67.7,chromosome:CP031113.1,-,1,3965,3572,2018/08/03,2018/08/03,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/065/GCA_003355065.1_ASM335506v1
"Bordetella pertussis","UK76",19440,SAMN09721537 ,PRJNA478201,"Proteobacteria","Betaproteobacteria",GCA_003355085.1 ,4.11263,67.7,chromosome:CP031114.1,-,1,3993,3593,2018/08/03,2018/08/03,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/085/GCA_003355085.1_ASM335508v1
"Bordetella pertussis","Tohama",19440,SAMN09862822 ,PRJNA486745,"Proteobacteria","Betaproteobacteria",GCA_003431345.1 ,4.10241,67.7,chromosome:NZ_CP031787.1/CP031787.1,-,1,3973,3583,2018/08/29,2018/09/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/431/345/GCF_003431345.1_ASM343134v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/431/345/GCA_003431345.1_ASM343134v1
"Bordetella pertussis","BPD2",19440,SAMN10457990 ,PRJNA506315,"Proteobacteria","Betaproteobacteria",GCA_003855595.1 ,4.10491,67.7,chromosome:NZ_CP034101.1/CP034101.1,-,1,3985,3562,2018/12/02,2018/12/04,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/595/GCF_003855595.1_ASM385559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/595/GCA_003855595.1_ASM385559v1
"Bordetella pertussis","BPD1",19440,SAMN10457989 ,PRJNA506314,"Proteobacteria","Betaproteobacteria",GCA_003860305.1 ,4.12621,67.7,chromosome:NZ_CP034182.1/CP034182.1,-,1,4004,3557,2018/12/04,2018/12/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/305/GCF_003860305.1_ASM386030v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/305/GCA_003860305.1_ASM386030v1
"Bordetella pertussis","J358",19440,SAMN04388409 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_003991035.1 ,4.11059,67.7,chromosome:NZ_CP014212.1/CP014212.1,-,1,4000,3612,2019/01/03,2019/01/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/035/GCF_003991035.1_ASM399103v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/035/GCA_003991035.1_ASM399103v1
"Bordetella pertussis","J377",19440,SAMN04388408 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_003991055.1 ,4.10651,67.7,chromosome:NZ_CP014211.1/CP014211.1,-,1,3995,3607,2019/01/03,2019/01/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/055/GCF_003991055.1_ASM399105v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/055/GCA_003991055.1_ASM399105v1
"Bordetella pertussis","C927",19440,SAMN05333715 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_003991095.1 ,4.09547,67.7,chromosome:NZ_CP016339.1/CP016339.1,-,1,3974,3564,2019/01/03,2019/01/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/095/GCF_003991095.1_ASM399109v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/991/095/GCA_003991095.1_ASM399109v1
"Bordetella pertussis","I094",19440,SAMN06007762 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004006155.1 ,4.11143,67.7,chromosome:NZ_CP018036.1/CP018036.1,-,1,4007,3510,2019/01/09,2019/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/155/GCF_004006155.1_ASM400615v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/006/155/GCA_004006155.1_ASM400615v1
"Bordetella pertussis","H782",19440,SAMN06007763 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004006615.1 ,4.10846,67.7,chromosome:NZ_CP018035.1/CP018035.1,-,1,3995,3602,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/615/GCF_004006615.1_ASM400661v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/006/615/GCA_004006615.1_ASM400661v1
"Bordetella pertussis","J185",19440,SAMN08136991 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004007095.1 ,4.10637,67.7,chromosome:NZ_CP025343.1/CP025343.1,-,1,3998,3597,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/095/GCF_004007095.1_ASM400709v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/095/GCA_004007095.1_ASM400709v1
"Bordetella pertussis","J077",19440,SAMN07352197 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004007155.1 ,4.10844,67.7,chromosome:NZ_CP025344.1/CP025344.1,-,1,4001,3581,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/155/GCF_004007155.1_ASM400715v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/155/GCA_004007155.1_ASM400715v1
"Bordetella pertussis","C871",19440,SAMN08136966 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004007215.1 ,4.10007,67.7,chromosome:NZ_CP025345.1/CP025345.1,-,1,3985,3594,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/215/GCF_004007215.1_ASM400721v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/215/GCA_004007215.1_ASM400721v1
"Bordetella pertussis","H742",19440,SAMN08136983 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004007275.1 ,4.1043,67.7,chromosome:NZ_CP025346.1/CP025346.1,-,1,3989,3603,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/275/GCF_004007275.1_ASM400727v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/275/GCA_004007275.1_ASM400727v1
"Bordetella pertussis","H672",19440,SAMN08136979 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004007335.1 ,4.10743,67.7,chromosome:NZ_CP025349.1/CP025349.1,-,1,3997,3609,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/335/GCF_004007335.1_ASM400733v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/335/GCA_004007335.1_ASM400733v1
"Bordetella pertussis","I958",19440,SAMN07352193 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004007415.1 ,4.10848,67.7,chromosome:NZ_CP025350.1/CP025350.1,-,1,3998,3599,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/415/GCF_004007415.1_ASM400741v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/415/GCA_004007415.1_ASM400741v1
"Bordetella pertussis","F580",19440,SAMN08136974 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004007475.1 ,4.10432,67.7,chromosome:NZ_CP025342.1/CP025342.1,-,1,3993,3609,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/475/GCF_004007475.1_ASM400747v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/475/GCA_004007475.1_ASM400747v1
"Bordetella pertussis","C569",19440,SAMN08136964 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004007535.1 ,4.10535,67.7,chromosome:NZ_CP025347.1/CP025347.1,-,1,3990,3602,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/535/GCF_004007535.1_ASM400753v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/535/GCA_004007535.1_ASM400753v1
"Bordetella pertussis","J234",19440,SAMN08136992 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004007625.1 ,4.10745,67.7,chromosome:NZ_CP025348.1/CP025348.1,-,1,3991,3601,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/625/GCF_004007625.1_ASM400762v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/007/625/GCA_004007625.1_ASM400762v1
"Bordetella pertussis","J384",19440,SAMN08016809 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008415.1 ,4.11054,67.7,chromosome:NZ_CP025073.1/CP025073.1,-,1,4004,3599,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/415/GCF_004008415.1_ASM400841v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/415/GCA_004008415.1_ASM400841v1
"Bordetella pertussis","J024",19440,SAMN07352194 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008475.1 ,4.10655,67.7,chromosome:NZ_CP025353.1/CP025353.1,-,1,3996,3593,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/475/GCF_004008475.1_ASM400847v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/475/GCA_004008475.1_ASM400847v1
"Bordetella pertussis","E140",19440,SAMN08136971 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008555.1 ,4.10323,67.7,chromosome:NZ_CP025354.1/CP025354.1,-,1,3992,3589,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/555/GCF_004008555.1_ASM400855v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/555/GCA_004008555.1_ASM400855v1
"Bordetella pertussis","D919",19440,SAMN08136969 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008595.1 ,4.1064,67.7,chromosome:NZ_CP025355.1/CP025355.1,-,1,3993,3607,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/595/GCF_004008595.1_ASM400859v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/595/GCA_004008595.1_ASM400859v1
"Bordetella pertussis","F578",19440,SAMN08136973 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008655.1 ,4.09702,67.7,chromosome:NZ_CP025357.1/CP025357.1,-,1,3982,3598,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/655/GCF_004008655.1_ASM400865v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/655/GCA_004008655.1_ASM400865v1
"Bordetella pertussis","H034",19440,SAMN08136976 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008715.1 ,4.10548,67.7,chromosome:NZ_CP025356.1/CP025356.1,-,1,3992,3608,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/715/GCF_004008715.1_ASM400871v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/715/GCA_004008715.1_ASM400871v1
"Bordetella pertussis","H642",19440,SAMN08136978 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008795.1 ,4.08551,67.7,chromosome:NZ_CP025360.1/CP025360.1,-,1,3970,3585,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/795/GCF_004008795.1_ASM400879v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/795/GCA_004008795.1_ASM400879v1
"Bordetella pertussis","H697",19440,SAMN08136981 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008855.1 ,4.10414,67.7,chromosome:NZ_CP025365.1/CP025365.1,-,1,3989,3605,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/855/GCF_004008855.1_ASM400885v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/855/GCA_004008855.1_ASM400885v1
"Bordetella pertussis","F954",19440,SAMN08136975 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008915.1 ,4.1121,67.7,chromosome:NZ_CP025366.1/CP025366.1,-,1,3999,3580,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/915/GCF_004008915.1_ASM400891v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/915/GCA_004008915.1_ASM400891v1
"Bordetella pertussis","I223",19440,SAMN08136989 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008935.1 ,4.10261,67.7,chromosome:NZ_CP025369.1/CP025369.1,-,1,3994,3602,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/935/GCF_004008935.1_ASM400893v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/935/GCA_004008935.1_ASM400893v1
"Bordetella pertussis","I120",19440,SAMN08136988 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008955.1 ,4.1022,67.7,chromosome:NZ_CP025370.1/CP025370.1,-,1,3987,3590,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/955/GCF_004008955.1_ASM400895v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/955/GCA_004008955.1_ASM400895v1
"Bordetella pertussis","H640",19440,SAMN08136977 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008975.1 ,4.0887,67.7,chromosome:NZ_CP025371.1/CP025371.1,-,1,3976,3596,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/975/GCF_004008975.1_ASM400897v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/975/GCA_004008975.1_ASM400897v1
"Bordetella pertussis","I372",19440,SAMN08136990 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004008995.1 ,4.10674,67.7,chromosome:NZ_CP025372.1/CP025372.1,-,1,3999,3605,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/008/995/GCF_004008995.1_ASM400899v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/008/995/GCA_004008995.1_ASM400899v1
"Bordetella pertussis","H814",19440,SAMN08164940 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009015.1 ,4.10535,67.7,chromosome:NZ_CP025374.1/CP025374.1,-,1,3996,3606,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/015/GCF_004009015.1_ASM400901v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/015/GCA_004009015.1_ASM400901v1
"Bordetella pertussis","I439",19440,SAMN08164944 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009035.1 ,4.10637,67.7,chromosome:NZ_CP025375.1/CP025375.1,-,1,3996,3601,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/035/GCF_004009035.1_ASM400903v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/035/GCA_004009035.1_ASM400903v1
"Bordetella pertussis","I692",19440,SAMN08164948 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009055.1 ,4.10534,67.7,chromosome:NZ_CP025378.1/CP025378.1,-,1,3990,3602,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/055/GCF_004009055.1_ASM400905v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/055/GCA_004009055.1_ASM400905v1
"Bordetella pertussis","I188",19440,SAMN08164942 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009075.1 ,4.10092,67.7,chromosome:NZ_CP025379.1/CP025379.1,-,1,3986,3600,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/075/GCF_004009075.1_ASM400907v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/075/GCA_004009075.1_ASM400907v1
"Bordetella pertussis","I598",19440,SAMN08164946 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009095.1 ,4.10772,67.7,chromosome:NZ_CP025380.1/CP025380.1,-,1,3998,3608,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/095/GCF_004009095.1_ASM400909v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/095/GCA_004009095.1_ASM400909v1
"Bordetella pertussis","I896",19440,SAMN08164949 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009115.1 ,4.10187,67.7,chromosome:NZ_CP025381.1/CP025381.1,-,1,3989,3603,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/115/GCF_004009115.1_ASM400911v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/115/GCA_004009115.1_ASM400911v1
"Bordetella pertussis","H877",19440,SAMN08164941 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004009135.1 ,4.10534,67.7,chromosome:NZ_CP025382.1/CP025382.1,-,1,3991,3605,2019/01/09,2019/01/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/135/GCF_004009135.1_ASM400913v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/009/135/GCA_004009135.1_ASM400913v1
