Alias	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	ENA_checklist	Experiment	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	SRA_accession	Sample_Name	Title	collected_by	collection_date	geo_loc_name	geographic_location_country_and_or_sea	host	host_disease	host_health_state	isolate	isolation_source	lat_lon	strain	Consent
	WGS		6539	PRJNA279196	SAMN03877219	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3014695						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03877219	2017-07-18	1019	3756	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5838386	SRS1832407	SRP094480		I150		missing	2012	USA: MN		Homo sapiens	pertussis		I150	missing	missing		public
	WGS		5322	PRJNA279196	SAMN03877219	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3014688						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03877219	2017-07-18	829	3176	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5838393	SRS1832407	SRP094480		I150		missing	2012	USA: MN		Homo sapiens	pertussis		I150	missing	missing		public
	WGS		200	PRJNA279196	SAMN03455372	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390568						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455372	2016-12-02	104	57	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070701	SRS1832408	SRP094480		J018		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	J018	public
	WGS		200	PRJNA279196	SAMN03455372	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390737						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455372	2016-12-02	105	57	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070870	SRS1832408	SRP094480		J018		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	J018	public
	WGS		6081	PRJNA279196	SAMN03455372	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021140						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455372	2017-07-19	948	3577	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851463	SRS1832408	SRP094480		J018		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	J018	public
	WGS		6623	PRJNA279196	SAMN03455372	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021118						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455372	2017-07-19	1032	3880	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851485	SRS1832408	SRP094480		J018		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	J018	public
	WGS		200	PRJNA279196	SAMN03702644	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390569						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702644	2016-12-02	288	168	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070702	SRS1832409	SRP094480		I135		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I135	public
	WGS		200	PRJNA279196	SAMN03702644	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390642						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702644	2016-12-02	284	166	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070775	SRS1832409	SRP094480		I135		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I135	public
	WGS		4334	PRJNA279196	SAMN03702644	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021719						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702644	2017-07-20	675	2585	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5852279	SRS1832409	SRP094480		I135		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I135	public
	WGS		3855	PRJNA279196	SAMN03702644	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021710						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702644	2017-07-20	601	2322	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5852288	SRS1832409	SRP094480		I135		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I135	public
	WGS		200	PRJNA279196	SAMN04221184	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390570						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04221184	2016-12-02	329	203	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070703	SRS1832410	SRP094480		E194		missing	2003	USA: WA		Homo sapiens	pertussis			missing	missing	E194	public
	WGS		200	PRJNA279196	SAMN04221184	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390822						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04221184	2016-12-02	322	196	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070955	SRS1832410	SRP094480		E194		missing	2003	USA: WA		Homo sapiens	pertussis			missing	missing	E194	public
	WGS		10769	PRJNA279196	SAMN04221184	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX2932978						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN04221184	2017-06-19	1679	5746	Bordetella pertussis	PACBIO_SMRT	2017-07-01	SRR5712539	SRS1832410	SRP094480		E194		missing	2003	USA: WA		Homo sapiens	pertussis			missing	missing	E194	public
	WGS		200	PRJNA279196	SAMN03702634	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390571						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702634	2016-12-02	321	190	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070704	SRS1832411	SRP094480		H883		missing	2011	USA:MN		Homo sapiens	pertussis			missing	missing	H883	public
	WGS		200	PRJNA279196	SAMN03702634	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390662						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702634	2016-12-02	314	186	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070795	SRS1832411	SRP094480		H883		missing	2011	USA:MN		Homo sapiens	pertussis			missing	missing	H883	public
	WGS		6032	PRJNA279196	SAMN03702634	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3007068						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702634	2017-07-15	940	3607	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829720	SRS1832411	SRP094480		H883		missing	2011	USA:MN		Homo sapiens	pertussis			missing	missing	H883	public
	WGS		5831	PRJNA279196	SAMN03702634	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3022457						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702634	2017-07-20	909	3526	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5853107	SRS1832411	SRP094480		H883		missing	2011	USA:MN		Homo sapiens	pertussis			missing	missing	H883	public
	WGS		200	PRJNA279196	SAMN04221199	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390572						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04221199	2016-12-02	257	151	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070705	SRS1832412	SRP094480		J201		missing	2014	USA: CO		Homo sapiens	pertussis			missing	missing	J201	public
	WGS		200	PRJNA279196	SAMN04221199	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390931						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04221199	2016-12-02	248	146	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5071064	SRS1832412	SRP094480		J201		missing	2014	USA: CO		Homo sapiens	pertussis			missing	missing	J201	public
	WGS		200	PRJNA279196	SAMN03854498	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390573						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03854498	2016-12-02	224	130	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070706	SRS1832413	SRP094480		J013		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	J013	public
	WGS		200	PRJNA279196	SAMN03854498	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390765						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03854498	2016-12-02	226	131	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070898	SRS1832413	SRP094480		J013		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	J013	public
	WGS		4466	PRJNA279196	SAMN03854498	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021131						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03854498	2017-07-19	696	2640	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851472	SRS1832413	SRP094480		J013		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	J013	public
	WGS		4465	PRJNA279196	SAMN03854498	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021128						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03854498	2017-07-19	696	2626	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851475	SRS1832413	SRP094480		J013		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	J013	public
	WGS		500	PRJNA279196	SAMN03702685	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390574						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702685	2016-12-02	290	157	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070707	SRS1832414	SRP094480		J090		missing	2013	USA:CO		Homo sapiens	pertussis			missing	missing	J090	public
	WGS		4487	PRJNA279196	SAMN03702685	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3064126						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702685	2017-08-07	699	2624	Bordetella pertussis	PACBIO_SMRT	2017-08-07	SRR5902573	SRS1832414	SRP094480		J090		missing	2013	USA:CO		Homo sapiens	pertussis			missing	missing	J090	public
	WGS		4412	PRJNA279196	SAMN03702685	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3064125						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702685	2017-08-07	687	2605	Bordetella pertussis	PACBIO_SMRT	2017-08-07	SRR5902574	SRS1832414	SRP094480		J090		missing	2013	USA:CO		Homo sapiens	pertussis			missing	missing	J090	public
	WGS		200	PRJNA279196	SAMN03877217	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390576						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03877217	2016-12-02	349	187	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070709	SRS1832415	SRP094480		G057		missing	2004	USA: MN		Homo sapiens	pertussis			missing	missing	G057	public
	WGS		200	PRJNA279196	SAMN03877217	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390925						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03877217	2016-12-02	345	185	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5071058	SRS1832415	SRP094480		G057		missing	2004	USA: MN		Homo sapiens	pertussis			missing	missing	G057	public
	WGS		5502	PRJNA279196	SAMN03877217	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3006915						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03877217	2017-07-15	857	3107	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829560	SRS1832415	SRP094480		G057		missing	2004	USA: MN		Homo sapiens	pertussis			missing	missing	G057	public
	WGS		6967	PRJNA279196	SAMN03877217	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3006911						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03877217	2017-07-15	1086	4080	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829564	SRS1832415	SRP094480		G057		missing	2004	USA: MN		Homo sapiens	pertussis			missing	missing	G057	public
	WGS		7486	PRJNA279196	SAMN03877217	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3006908						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03877217	2017-07-15	1167	4401	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829567	SRS1832415	SRP094480		G057		missing	2004	USA: MN		Homo sapiens	pertussis			missing	missing	G057	public
	WGS		200	PRJNA279196	SAMN03854494	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390578						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03854494	2016-12-02	289	170	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070711	SRS1832416	SRP094480		I743		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	I743	public
	WGS		200	PRJNA279196	SAMN03854494	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390797						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03854494	2016-12-02	294	173	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070930	SRS1832416	SRP094480		I743		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	I743	public
	WGS		6570	PRJNA279196	SAMN03854494	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021405						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03854494	2017-07-20	1024	3720	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851808	SRS1832416	SRP094480		I743		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	I743	public
	WGS		4913	PRJNA279196	SAMN03854494	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021401						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03854494	2017-07-20	766	2951	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851812	SRS1832416	SRP094480		I743		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	I743	public
	WGS		5267	PRJNA279196	SAMN03854494	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3021394						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03854494	2017-07-20	821	3133	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5851819	SRS1832416	SRP094480		I743		missing	2013	USA: MN		Homo sapiens	pertussis			missing	missing	I743	public
	WGS		200	PRJNA279196	SAMN03702613	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390579						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702613	2016-12-02	334	198	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070712	SRS1832417	SRP094480		D502		missing	2001	USA:IL		Homo sapiens	pertussis			missing	missing	D502	public
	WGS		200	PRJNA279196	SAMN03702613	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390607						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702613	2016-12-02	339	201	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070740	SRS1832417	SRP094480		D502		missing	2001	USA:IL		Homo sapiens	pertussis			missing	missing	D502	public
	WGS		6246	PRJNA279196	SAMN03702613	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3005891						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702613	2017-07-14	973	3551	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5828165	SRS1832417	SRP094480		D502		missing	2001	USA:IL		Homo sapiens	pertussis			missing	missing	D502	public
	WGS		7799	PRJNA279196	SAMN03702613	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3005888						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702613	2017-07-14	1215	4387	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5828168	SRS1832417	SRP094480		D502		missing	2001	USA:IL		Homo sapiens	pertussis			missing	missing	D502	public
	WGS		200	PRJNA279196	SAMN03464273	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390580						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03464273	2016-12-02	204	112	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070713	SRS1832418	SRP094480		H834		missing	2009	USA: NM		Homo sapiens	pertussis			missing	missing	H834	public
	WGS		200	PRJNA279196	SAMN03464273	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390676						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03464273	2016-12-02	201	110	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070809	SRS1832418	SRP094480		H834		missing	2009	USA: NM		Homo sapiens	pertussis			missing	missing	H834	public
	WGS		4537	PRJNA279196	SAMN03464273	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3006757						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03464273	2017-07-15	707	2705	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829399	SRS1832418	SRP094480		H834		missing	2009	USA: NM		Homo sapiens	pertussis			missing	missing	H834	public
	WGS		3926	PRJNA279196	SAMN03464273	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3006751						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03464273	2017-07-15	612	2345	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829405	SRS1832418	SRP094480		H834		missing	2009	USA: NM		Homo sapiens	pertussis			missing	missing	H834	public
	WGS		200	PRJNA279196	SAMN03702653	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390581						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702653	2016-12-02	309	181	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070714	SRS1832419	SRP094480		I318		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I318	public
	WGS		200	PRJNA279196	SAMN03702653	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390818						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702653	2016-12-02	304	177	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070951	SRS1832419	SRP094480		I318		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I318	public
	WGS		9216	PRJNA279196	SAMN03702653	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3015454						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702653	2017-07-19	1436	5320	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5839520	SRS1832419	SRP094480		I318		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I318	public
	WGS		9381	PRJNA279196	SAMN03702653	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3015447						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702653	2017-07-19	1462	5362	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5839527	SRS1832419	SRP094480		I318		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I318	public
	WGS		200	PRJNA279196	SAMN03455349	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390582						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455349	2016-12-02	195	104	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070715	SRS1832420	SRP094480		H637		missing	2010	USA: TN		Homo sapiens	pertussis			missing	missing	H637	public
	WGS		200	PRJNA279196	SAMN03455349	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390598						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03455349	2016-12-02	191	103	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070731	SRS1832420	SRP094480		H637		missing	2010	USA: TN		Homo sapiens	pertussis			missing	missing	H637	public
	WGS		5766	PRJNA279196	SAMN03455349	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3007029						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455349	2017-07-15	899	3328	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829679	SRS1832420	SRP094480		H637		missing	2010	USA: TN		Homo sapiens	pertussis			missing	missing	H637	public
	WGS		6705	PRJNA279196	SAMN03455349	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3007027						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03455349	2017-07-15	1045	3814	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5829681	SRS1832420	SRP094480		H637		missing	2010	USA: TN		Homo sapiens	pertussis			missing	missing	H637	public
	WGS		200	PRJNA279196	SAMN03702655	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390583						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702655	2016-12-02	291	169	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070716	SRS1832421	SRP094480		I350		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I350	public
	WGS		200	PRJNA279196	SAMN03702655	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390751						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702655	2016-12-02	294	172	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070884	SRS1832421	SRP094480		I350		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I350	public
	WGS		10981	PRJNA279196	SAMN03702655	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3015171						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702655	2017-07-19	1712	6250	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5839123	SRS1832421	SRP094480		I350		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I350	public
	WGS		10542	PRJNA279196	SAMN03702655	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3015166						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702655	2017-07-19	1643	5998	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5839128	SRS1832421	SRP094480		I350		missing	2012	USA:MN		Homo sapiens	pertussis			missing	missing	I350	public
	WGS		200	PRJNA279196	SAMN04383587	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390584						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04383587	2016-12-02	355	206	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070717	SRS1832422	SRP094480		J155		missing	2014	USA: MN		Homo sapiens	pertussis			missing	missing	J155	public
	WGS		200	PRJNA279196	SAMN04383587	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390956						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04383587	2016-12-02	340	198	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5071089	SRS1832422	SRP094480		J155		missing	2014	USA: MN		Homo sapiens	pertussis			missing	missing	J155	public
	WGS		200	PRJNA279196	SAMN03702637	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390585						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702637	2016-12-02	268	158	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070718	SRS1832423	SRP094480		I069		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I069	public
	WGS		200	PRJNA279196	SAMN03702637	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390741						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702637	2016-12-02	264	155	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070874	SRS1832423	SRP094480		I069		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I069	public
	WGS		5522	PRJNA279196	SAMN03702637	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3022458						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702637	2017-07-20	860	3199	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5853106	SRS1832423	SRP094480		I069		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I069	public
	WGS		5155	PRJNA279196	SAMN03702637	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3022447						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702637	2017-07-20	803	3000	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5853117	SRS1832423	SRP094480		I069		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I069	public
	WGS		200	PRJNA279196	SAMN03702651	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390586						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702651	2016-12-02	165	98	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070719	SRS1832424	SRP094480		I289		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I289	public
	WGS		200	PRJNA279196	SAMN03702651	Pathogen.cl	CDC-DBD	contigs sra	ncbi					SRX2390690						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN03702651	2016-12-02	167	99	Bordetella pertussis	ILLUMINA	2017-02-04	SRR5070823	SRS1832424	SRP094480		I289		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I289	public
	WGS		7377	PRJNA279196	SAMN03702651	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3015450						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702651	2017-07-19	1150	4369	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5839524	SRS1832424	SRP094480		I289		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I289	public
	WGS		6235	PRJNA279196	SAMN03702651	Pathogen.cl	CDC-DBD	hdf5 sra	ncbi					SRX3015445						0	PacBio RS II	SINGLE	RANDOM	GENOMIC	PRJNA279196_SAMN03702651	2017-07-19	972	3724	Bordetella pertussis	PACBIO_SMRT	2017-08-01	SRR5839529	SRS1832424	SRP094480		I289		missing	2012	USA:OR		Homo sapiens	pertussis			missing	missing	I289	public
